Plot,Name
053-01-0118,Muscadinia rotundifolia var. rotundifolia
053-01-0121,Acer floridanum
053-01-0121,Acer rubrum
053-01-0121,Carex
053-01-0121,Carpinus caroliniana
053-01-0121,Carya tomentosa
053-01-0121,Carya ovata
053-01-0121,Chimaphila maculata
053-01-0121,Benthamidia florida
053-01-0121,Diospyros virginiana
053-01-0121,Epifagus virginiana
053-01-0121,Euonymus americanus
053-01-0121,Fagus grandifolia var. caroliniana
053-01-0121,Fraxinus [americana + biltmoreana + smallii]
053-01-0121,Hexastylis arifolia
053-01-0121,Ilex opaca
053-01-0121,Liquidambar styraciflua
053-01-0121,Liriodendron tulipifera var. tulipifera
053-01-0121,Magnolia tripetala
053-01-0121,Nyssa sylvatica
053-01-0121,Ostrya virginiana
053-01-0121,Oxydendrum arboreum
053-01-0121,Parthenocissus quinquefolia
053-01-0121,Polygonatum biflorum
053-01-0121,Prunus serotina var. serotina
053-01-0121,Quercus alba
053-01-0121,Quercus nigra
053-01-0121,Quercus rubra var. rubra
053-01-0121,Quercus velutina
053-01-0121,Sassafras albidum
053-01-0121,Smilax glauca
053-01-0121,Viburnum acerifolium
053-01-0121,Viburnum prunifolium
053-01-0121,Muscadinia rotundifolia var. rotundifolia
053-01-0122,Acer floridanum
053-01-0122,Acer rubrum
053-01-0122,Amelanchier arborea
053-01-0122,Endodeca serpentaria
053-01-0122,Carpinus caroliniana
053-01-0122,Carya glabra
053-01-0122,Cercis canadensis
053-01-0122,Chimaphila maculata
053-01-0122,Benthamidia florida
053-01-0122,Epifagus virginiana
053-01-0122,Euonymus americanus
053-01-0122,Fagus grandifolia var. caroliniana
053-01-0122,Fraxinus [americana + biltmoreana + smallii]
053-01-0122,Galium circaezans
053-01-0122,Gelsemium sempervirens
053-01-0122,Hexastylis arifolia
053-01-0122,Ilex opaca
053-01-0122,Lilium
053-01-0122,Liquidambar styraciflua
053-01-0122,Lonicera sempervirens
053-01-0122,Magnolia tripetala
053-01-0122,Maianthemum racemosum
053-01-0122,Mitchella repens
053-01-0122,Ostrya virginiana
053-01-0122,Oxydendrum arboreum
053-01-0122,Parthenocissus quinquefolia
053-01-0122,Phegopteris hexagonoptera
053-01-0122,Polygonatum biflorum
053-01-0122,Polystichum acrostichoides
053-01-0122,Prunus serotina var. serotina
053-01-0122,Quercus alba
053-01-0122,Quercus falcata
053-01-0122,Quercus rubra var. rubra
053-01-0122,Smilax bona-nox var. bona-nox
053-01-0122,Vaccinium pallidum
053-01-0122,Viburnum acerifolium
053-01-0122,Viburnum rafinesqueanum
053-01-0122,Muscadinia rotundifolia var. rotundifolia
053-01-0123,Acer rubrum
053-01-0123,Agrimonia
053-01-0123,Amelanchier arborea
053-01-0123,Endodeca serpentaria
053-01-0123,Botrypus virginianus
053-01-0123,Carex
053-01-0123,Carpinus caroliniana
053-01-0123,Carya tomentosa
053-01-0123,Carya glabra
053-01-0123,Cercis canadensis
053-01-0123,Chimaphila maculata
053-01-0123,Benthamidia florida
053-01-0123,Hylodesmum nudiflorum
053-01-0123,Dioscorea villosa
053-01-0123,Diospyros virginiana
053-01-0123,Elaeagnus umbellata
053-01-0123,Euonymus americanus
053-01-0123,Fraxinus [americana + biltmoreana + smallii]
053-01-0123,Galium circaezans
053-01-0123,Galium obtusum
053-01-0123,Goodyera pubescens
053-01-0123,Hexastylis arifolia
053-01-0123,Liquidambar styraciflua
053-01-0123,Liriodendron tulipifera var. tulipifera
053-01-0123,Lonicera sempervirens
053-01-0123,Magnolia tripetala
053-01-0123,Maianthemum racemosum
053-01-0123,Muhlenbergia sylvatica
053-01-0123,Nyssa sylvatica
053-01-0123,Ostrya virginiana
053-01-0123,Oxydendrum arboreum
053-01-0123,Parthenocissus quinquefolia
053-01-0123,Phegopteris hexagonoptera
053-01-0123,Phryma leptostachya
053-01-0123,Poaceae
053-01-0123,Polygonatum biflorum
053-01-0123,Polystichum acrostichoides
053-01-0123,Prunus serotina var. serotina
053-01-0123,Quercus alba
053-01-0123,Quercus falcata
053-01-0123,Quercus phellos
053-01-0123,Quercus rubra var. rubra
053-01-0123,Rhododendron periclymenoides
053-01-0123,Rubus pensilvanicus
053-01-0123,Sanicula
053-01-0123,Scutellaria elliptica
053-01-0123,Smilax glauca
053-01-0123,Tipularia discolor
053-01-0123,Uvularia perfoliata
053-01-0123,Viburnum acerifolium
053-01-0123,Viburnum prunifolium
053-01-0123,Viburnum rufidulum
053-01-0123,Vitis labrusca
053-01-0123,Muscadinia rotundifolia var. rotundifolia
059-01-0849,Acer rubrum var. rubrum
059-01-0849,Antennaria [parlinii + plantaginifolia]
059-01-0849,Endodeca serpentaria
059-01-0849,Sericocarpus linifolius
059-01-0849,Campsis radicans
059-01-0849,Carex pigra
059-01-0849,Carya glabra
059-01-0849,Cercis canadensis
059-01-0849,Clematis ochroleuca
059-01-0849,Nephroia carolina
059-01-0849,Benthamidia florida
059-01-0849,Dichanthelium laxiflorum
059-01-0849,Diospyros virginiana
059-01-0849,Elaeagnus umbellata
059-01-0849,Euonymus americanus
059-01-0849,Eupatorium hyssopifolium
059-01-0849,Euphorbia [corollata + pubentissima]
059-01-0849,Fraxinus [americana + biltmoreana + smallii]
059-01-0849,Gleditsia triacanthos
059-01-0849,Helianthus divaricatus
059-01-0849,Juniperus virginiana
059-01-0849,Lactuca
059-01-0849,Lespedeza repens
059-01-0849,Liatris squarrulosa
059-01-0849,Liquidambar styraciflua
059-01-0849,Lonicera japonica
059-01-0849,Phryma leptostachya
059-01-0849,Pinus echinata
059-01-0849,Poaceae
059-01-0849,Polygonatum biflorum var. biflorum
059-01-0849,Prunus americana
059-01-0849,Prunus serotina var. serotina
059-01-0849,Quercus phellos
059-01-0849,Rhus aromatica var. aromatica
059-01-0849,Rosa carolina
059-01-0849,Ruellia caroliniensis
059-01-0849,Salvia lyrata
059-01-0849,Scleria triglomerata
059-01-0849,Scleria [nitida + triglomerata]
059-01-0849,Packera anonyma
059-01-0849,Silphium [asteriscus + dentatum]
059-01-0849,Sisyrinchium
059-01-0849,Smilax glauca
059-01-0849,Thaspium trifoliatum
059-01-0849,Thyrsanthella difformis
059-01-0849,Ulmus alata
059-01-0849,Vernonia acaulis
059-01-0849,Muscadinia rotundifolia var. rotundifolia
059-01-0849,Carex {section Acrocystis}
059-01-0849,Viola
059-01-0849,Chamaecrista nictitans var. nictitans
059-01-0849,Chrysogonum repens
059-01-0850,Asplenium platyneuron
059-01-0850,Acer rubrum var. rubrum
059-01-0850,Agrimonia microcarpa
059-01-0850,Endodeca serpentaria
059-01-0850,Carex oxylepis
059-01-0850,Carex
059-01-0850,Carya tomentosa
059-01-0850,Carya glabra
059-01-0850,Carya ovata
059-01-0850,Celtis [occidentalis + pumila]
059-01-0850,Danthonia spicata
059-01-0850,Dichanthelium boscii
059-01-0850,Diospyros virginiana
059-01-0850,Elymus hystrix var. hystrix
059-01-0850,Erechtites hieraciifolius
059-01-0850,Euonymus americanus
059-01-0850,Fraxinus [americana + biltmoreana + smallii]
059-01-0850,Hypericum hypericoides
059-01-0850,Ilex decidua
059-01-0850,Ilex longipes
059-01-0850,Juncus acuminatus
059-01-0850,Juniperus virginiana
059-01-0850,Lactuca
059-01-0850,Leersia virginica
059-01-0850,Ligustrum sinense
059-01-0850,Lonicera japonica
059-01-0850,Morus rubra
059-01-0850,Coleataenia anceps ssp. anceps
059-01-0850,Parthenocissus quinquefolia
059-01-0850,Physalis virginiana
059-01-0850,Potentilla canadensis
059-01-0850,Nabalus
059-01-0850,Prunus serotina var. serotina
059-01-0850,Quercus phellos
059-01-0850,Quercus stellata
059-01-0850,Rosa carolina
059-01-0850,Rubus
059-01-0850,Scirpus [atrovirens + georgianus]
059-01-0850,Smilax bona-nox var. bona-nox
059-01-0850,Smilax glauca
059-01-0850,Smilax rotundifolia
059-01-0850,Thyrsanthella difformis
059-01-0850,Ulmus alata
059-01-0850,Uvularia puberula
059-01-0850,Vaccinium arboreum
059-01-0850,Viburnum prunifolium
059-01-0850,Viola
059-01-0850,Muscadinia rotundifolia var. rotundifolia
059-01-0850,Toxicodendron radicans var. radicans
059-01-0850,Carex {section Laxiflorae}
059-02-0851,Acer rubrum var. rubrum
059-02-0851,Amelanchier arborea
059-02-0851,Carex
059-02-0851,Carya tomentosa
059-02-0851,Carya glabra
059-02-0851,Chimaphila maculata
059-02-0851,[Carduus + Cirsium]
059-02-0851,Benthamidia florida
059-02-0851,Hylodesmum nudiflorum
059-02-0851,Euonymus americanus
059-02-0851,Fagus grandifolia var. caroliniana
059-02-0851,Fraxinus [americana + biltmoreana + smallii]
059-02-0851,Ipomoea pandurata
059-02-0851,Juniperus virginiana
059-02-0851,Liriodendron tulipifera var. tulipifera
059-02-0851,Lonicera japonica
059-02-0851,Lonicera sempervirens
059-02-0851,Magnolia macrophylla
059-02-0851,Maianthemum racemosum
059-02-0851,Morus rubra
059-02-0851,Nyssa sylvatica
059-02-0851,Oxydendrum arboreum
059-02-0851,Polygonatum biflorum var. biflorum
059-02-0851,Polystichum acrostichoides
059-02-0851,Prunus serotina var. serotina
059-02-0851,Quercus alba
059-02-0851,Quercus nigra
059-02-0851,Quercus rubra var. rubra
059-02-0851,Quercus velutina
059-02-0851,Rhododendron [arborescens + calendulaceum + periclymenoides + viscosum]
059-02-0851,Smilax glauca
059-02-0851,Vaccinium pallidum
059-02-0851,Viburnum acerifolium
059-02-0851,Viburnum prunifolium
059-02-0851,Muscadinia rotundifolia var. rotundifolia
059-02-0851,Toxicodendron radicans var. radicans
059-03-0852,Acer leucoderme
059-03-0852,Acer rubrum var. rubrum
059-03-0852,Amelanchier canadensis
059-03-0852,Carya glabra
059-03-0852,Chimaphila maculata
059-03-0852,Chionanthus virginicus
059-03-0852,Benthamidia florida
059-03-0852,Corylus cornuta var. cornuta
059-03-0852,Hylodesmum nudiflorum
059-03-0852,Diospyros virginiana
059-03-0852,Doellingeria infirma
059-03-0852,Euonymus americanus
059-03-0852,Fagus grandifolia var. caroliniana
059-03-0852,Fraxinus [americana + biltmoreana + smallii]
059-03-0852,Ilex opaca
059-03-0852,Liriodendron tulipifera var. tulipifera
059-03-0852,Magnolia macrophylla
059-03-0852,Maianthemum racemosum
059-03-0852,Oxydendrum arboreum
059-03-0852,Parthenocissus quinquefolia
059-03-0852,Polygonatum biflorum var. biflorum
059-03-0852,Prunus serotina var. serotina
059-03-0852,Quercus alba
059-03-0852,Quercus rubra var. rubra
059-03-0852,Rhododendron periclymenoides
059-03-0852,Scleria oligantha
059-03-0852,Smilax glauca
059-03-0852,Thalictrum thalictroides
059-03-0852,Vaccinium pallidum
059-03-0852,Vaccinium stamineum
059-03-0852,Viburnum acerifolium
059-03-0852,Viola
059-03-0852,Muscadinia rotundifolia var. rotundifolia
059-03-0853,Actaea racemosa
059-03-0853,Acer rubrum var. rubrum
059-03-0853,Brachyelytrum erectum
059-03-0853,Carex
059-03-0853,Carya glabra
059-03-0853,Cercis canadensis
059-03-0853,Chimaphila maculata
059-03-0853,Collinsonia canadensis
059-03-0853,Hylodesmum nudiflorum
059-03-0853,Dioscorea villosa
059-03-0853,Euonymus americanus
059-03-0853,Fagus grandifolia var. caroliniana
059-03-0853,Fraxinus [americana + biltmoreana + smallii]
059-03-0853,Geranium maculatum
059-03-0853,Hepatica americana
059-03-0853,Ilex ambigua
059-03-0853,Ilex opaca
059-03-0853,Magnolia macrophylla
059-03-0853,Maianthemum racemosum
059-03-0853,Hypopitys {Monotropa hypopithys}
059-03-0853,Morus rubra
059-03-0853,Parthenocissus quinquefolia
059-03-0853,Polystichum acrostichoides
059-03-0853,Nabalus altissimus
059-03-0853,Prunus serotina var. serotina
059-03-0853,Quercus alba
059-03-0853,Quercus rubra var. rubra
059-03-0853,Sanguinaria canadensis
059-03-0853,Sanicula smallii
059-03-0853,Smilax glauca
059-03-0853,Smilax hispida var. hispida
059-03-0853,Solidago caesia
059-03-0853,Stellaria pubera
059-03-0853,Thalictrum thalictroides
059-03-0853,Tiarella cordifolia
059-03-0853,Ulmus rubra
059-03-0853,Muscadinia rotundifolia var. rotundifolia
059-03-0856,Acer rubrum var. rubrum
059-03-0856,Amelanchier arborea
059-03-0856,Arundinaria tecta
059-03-0856,Calycanthus floridus
059-03-0856,Diospyros virginiana
059-03-0856,Fagus grandifolia var. caroliniana
059-03-0856,Galax urceolata
059-03-0856,Hamamelis virginiana var. virginiana
059-03-0856,Hexastylis virginica
059-03-0856,Ilex opaca
059-03-0856,Kalmia latifolia
059-03-0856,Lilium
059-03-0856,Liriodendron tulipifera var. tulipifera
059-03-0856,Magnolia macrophylla
059-03-0856,Mitchella repens
059-03-0856,Nyssa sylvatica
059-03-0856,Oxydendrum arboreum
059-03-0856,Parthenocissus quinquefolia
059-03-0856,Prunus serotina var. serotina
059-03-0856,Pyrularia pubera
059-03-0856,Quercus coccinea
059-03-0856,Quercus nigra
059-03-0856,Sassafras albidum
059-03-0856,Smilax glauca
059-03-0856,Smilax [herbacea + pulverulenta]
059-03-0856,Smilax rotundifolia
059-03-0856,Symplocos tinctoria
059-04-0850,Campsis radicans
059-04-0850,Carex pigra
059-04-0850,Carya glabra
059-04-0850,Celtis [occidentalis + pumila]
059-04-0850,Clematis ochroleuca
059-04-0850,Clitoria mariana var. mariana
059-04-0850,Dichanthelium linearifolium
059-04-0850,Dichanthelium sphaerocarpon
059-04-0850,Diospyros virginiana
059-04-0850,Elaeagnus umbellata
059-04-0850,Eupatorium [hyssopifolium + torreyanum]
059-04-0850,Fraxinus [americana + biltmoreana + smallii]
059-04-0850,Juniperus virginiana
059-04-0850,Ligustrum sinense
059-04-0850,Lonicera japonica
059-04-0850,Lonicera sempervirens
059-04-0850,Pinus taeda
059-04-0850,Potentilla canadensis
059-04-0850,Prunus serotina var. serotina
059-04-0850,Prunus umbellata
059-04-0850,Quercus marilandica var. marilandica
059-04-0850,Quercus phellos
059-04-0850,Quercus stellata
059-04-0850,Rosa carolina
059-04-0850,Schizachyrium scoparium var. scoparium
059-04-0850,Smilax bona-nox var. bona-nox
059-04-0850,Smilax rotundifolia
059-04-0850,Solidago nemoralis var. nemoralis
059-04-0850,Tephrosia virginiana
059-04-0850,Ulmus alata
059-04-0850,Nephroia carolina
059-04-0850,Tragia urticifolia
059-04-0854,Asplenium platyneuron
059-04-0854,Acer leucoderme
059-04-0854,Acer rubrum
059-04-0854,Agrimonia pubescens
059-04-0854,Amelanchier laevis
059-04-0854,Eurybia divaricata
059-04-0854,Botrypus virginianus
059-04-0854,Carex {section Acrocystis}
059-04-0854,Carpinus caroliniana
059-04-0854,Carya tomentosa
059-04-0854,Carya cordiformis
059-04-0854,Carya glabra
059-04-0854,Benthamidia florida
059-04-0854,Corylus cornuta var. cornuta
059-04-0854,Hylodesmum nudiflorum
059-04-0854,Diospyros virginiana
059-04-0854,Euonymus americanus
059-04-0854,Euonymus atropurpureus
059-04-0854,Fagus grandifolia var. caroliniana
059-04-0854,Fraxinus [americana + biltmoreana + smallii]
059-04-0854,Geranium maculatum
059-04-0854,Ilex opaca
059-04-0854,Kalmia latifolia
059-04-0854,Ligusticum canadense
059-04-0854,Ligustrum sinense
059-04-0854,Liquidambar styraciflua
059-04-0854,Liriodendron tulipifera var. tulipifera
059-04-0854,Lonicera japonica
059-04-0854,Lonicera sempervirens
059-04-0854,Magnolia macrophylla
059-04-0854,Maianthemum racemosum
059-04-0854,Morus rubra
059-04-0854,Oxydendrum arboreum
059-04-0854,Parthenocissus quinquefolia
059-04-0854,Polygonatum biflorum
059-04-0854,Polystichum acrostichoides
059-04-0854,Nabalus [altissimus + serpentaria + trifoliolatus]
059-04-0854,Prunus serotina var. serotina
059-04-0854,Quercus alba
059-04-0854,Quercus nigra
059-04-0854,Quercus phellos
059-04-0854,Quercus rubra var. rubra
059-04-0854,Quercus shumardii
059-04-0854,Rhododendron periclymenoides
059-04-0854,Smilax glauca
059-04-0854,Viburnum acerifolium
059-04-0854,Viburnum rafinesqueanum
059-04-0854,Muscadinia rotundifolia var. rotundifolia
059-04-0856,Asplenium platyneuron
059-04-0856,Acer floridanum
059-04-0856,Carex {section Acrocystis}
059-04-0856,Carex flaccosperma
059-04-0856,Carya tomentosa
059-04-0856,Carya glabra
059-04-0856,Celtis [occidentalis + pumila]
059-04-0856,Cercis canadensis
059-04-0856,Benthamidia florida
059-04-0856,Danthonia spicata
059-04-0856,Desmodium paniculatum var. paniculatum
059-04-0856,Desmodium perplexum
059-04-0856,Euonymus americanus
059-04-0856,Fraxinus [americana + biltmoreana + smallii]
059-04-0856,Ilex decidua
059-04-0856,Juniperus virginiana
059-04-0856,Ligustrum sinense
059-04-0856,Liquidambar styraciflua
059-04-0856,Lonicera japonica
059-04-0856,Lonicera sempervirens
059-04-0856,Parthenocissus quinquefolia
059-04-0856,Passiflora lutea
059-04-0856,Polygonatum biflorum var. biflorum
059-04-0856,Prunus serotina var. serotina
059-04-0856,Quercus nigra
059-04-0856,Quercus phellos
059-04-0856,Quercus stellata
059-04-0856,Scleria oligantha
059-04-0856,Smilax bona-nox var. bona-nox
059-04-0856,Smilax glauca
059-04-0856,Ulmus alata
059-04-0856,Muscadinia rotundifolia var. rotundifolia
059-04-0856,[Muscadinia + Vitis]
059-04-0857,Acer rubrum var. rubrum
059-04-0857,Carex {section Acrocystis}
059-04-0857,Carya tomentosa
059-04-0857,Benthamidia florida
059-04-0857,Fagus grandifolia var. caroliniana
059-04-0857,Ilex opaca
059-04-0857,Lonicera japonica
059-04-0857,Nyssa sylvatica
059-04-0857,Quercus alba
059-04-0857,Quercus coccinea
059-04-0857,Quercus montana
059-04-0857,Quercus phellos
059-04-0857,Smilax glauca
059-04-0857,Smilax rotundifolia
059-04-0857,Viburnum acerifolium
059-04-0857,Muscadinia rotundifolia var. rotundifolia
059-04-0857,Toxicodendron radicans var. radicans
059-05-0851,Acer rubrum var. rubrum
059-05-0851,[Bryophyta + Hepaticophyta + Anthocerotophyta]
059-05-0851,Carya glabra
059-05-0851,Chimaphila maculata
059-05-0851,Benthamidia florida
059-05-0851,Fungi {Lichen}
059-05-0851,Nyssa sylvatica
059-05-0851,Oxydendrum arboreum
059-05-0851,Parthenocissus quinquefolia
059-05-0851,Pinus virginiana
059-05-0851,Quercus coccinea
059-05-0851,Quercus montana
059-05-0851,Smilax glauca
059-05-0851,Vaccinium pallidum
059-05-0852,Acer rubrum var. rubrum
059-05-0852,Actaea racemosa
059-05-0852,Bignonia capreolata
059-05-0852,[Bryophyta + Hepaticophyta + Anthocerotophyta]
059-05-0852,Calycanthus floridus
059-05-0852,Carex
059-05-0852,Carpinus caroliniana
059-05-0852,Chimaphila maculata
059-05-0852,Desmodium paniculatum var. paniculatum
059-05-0852,Potentilla indica
059-05-0852,Erechtites hieraciifolius
059-05-0852,Euonymus americanus
059-05-0852,Fagus grandifolia var. caroliniana
059-05-0852,Festuca subverticillata
059-05-0852,Galium circaezans
059-05-0852,Halesia tetraptera
059-05-0852,Hepatica americana
059-05-0852,Heuchera caroliniana
059-05-0852,Hexastylis
059-05-0852,Houstonia caerulea
059-05-0852,Hydrangea arborescens
059-05-0852,Fungi {Lichen}
059-05-0852,Liquidambar styraciflua
059-05-0852,Liriodendron tulipifera var. tulipifera
059-05-0852,Luzula
059-05-0852,Magnolia macrophylla
059-05-0852,Maianthemum racemosum
059-05-0852,Mitchella repens
059-05-0852,Parthenocissus quinquefolia
059-05-0852,Polystichum acrostichoides
059-05-0852,Sambucus canadensis
059-05-0852,Sanguinaria canadensis
059-05-0852,Sassafras albidum
059-05-0852,Smilax glauca
059-05-0852,Smilax pulverulenta
059-05-0852,Solidago caesia
059-05-0852,Stellaria pubera
059-05-0852,Trillium catesbyi
059-05-0852,Viburnum acerifolium
059-05-0852,Muscadinia rotundifolia var. rotundifolia
059-05-0852,Toxicodendron radicans var. radicans
059-05-0853,Acer rubrum var. rubrum
059-05-0853,Amelanchier laevis
059-05-0853,[Bryophyta + Hepaticophyta + Anthocerotophyta]
059-05-0853,Chimaphila maculata
059-05-0853,Coreopsis major
059-05-0853,Danthonia sericea
059-05-0853,Diospyros virginiana
059-05-0853,Euphorbia [corollata + pubentissima]
059-05-0853,Lespedeza virginica
059-05-0853,Fungi {Lichen}
059-05-0853,Pinus virginiana
059-05-0853,Pityopsis nervosa
059-05-0853,Prunus serotina var. serotina
059-05-0853,Quercus marilandica var. marilandica
059-05-0853,Quercus montana
059-05-0853,Rubus pensilvanicus
059-05-0853,Schizachyrium scoparium var. scoparium
059-05-0853,Smilax glauca
059-05-0853,Smilax rotundifolia
059-05-0853,Solidago
059-05-0853,Toxicodendron pubescens
059-05-0853,Vaccinium pallidum
059-05-0853,Muscadinia rotundifolia var. rotundifolia
059-05-0853,Yucca flaccida
059-05-0853,Hieracium [gronovii + marianum]
059-08-0850,Carya carolinae-septentrionalis
059-08-0850,Carya glabra
059-08-0850,Cercis canadensis
059-08-0850,Clematis ochroleuca
059-08-0850,Elaeagnus umbellata
059-08-0850,Erechtites hieraciifolius
059-08-0850,Juniperus virginiana
059-08-0850,Lonicera japonica
059-08-0850,Parthenocissus quinquefolia
059-08-0850,Prunus serotina var. serotina
059-08-0850,Quercus stellata
059-08-0850,Rubus flagellaris
059-08-0850,Smilax bona-nox var. bona-nox
059-08-0850,Ulmus alata
059-08-0850,Vaccinium arboreum
059-08-0851,Endodeca serpentaria
059-08-0851,Carex
059-08-0851,Carya glabra
059-08-0851,Cercis canadensis
059-08-0851,Benthamidia florida
059-08-0851,Elaeagnus umbellata
059-08-0851,Euphorbia [corollata + pubentissima]
059-08-0851,Fraxinus pennsylvanica
059-08-0851,Galium pilosum
059-08-0851,Juniperus virginiana
059-08-0851,Ligustrum sinense
059-08-0851,Lonicera japonica
059-08-0851,Nyssa sylvatica
059-08-0851,Parthenocissus quinquefolia
059-08-0851,Prunus serotina var. serotina
059-08-0851,Quercus coccinea
059-08-0851,Quercus phellos
059-08-0851,Quercus stellata
059-08-0851,Rosa carolina
059-08-0851,Rubus flagellaris
059-08-0851,Ruellia caroliniensis
059-08-0851,Scutellaria serrata
059-08-0851,Smilax bona-nox var. bona-nox
059-08-0851,Ulmus alata
059-08-0851,Ulmus rubra
059-08-0851,Viburnum prunifolium
059-08-0851,Muscadinia rotundifolia var. rotundifolia
059-08-0851,Yucca filamentosa
059-08-0851,Toxicodendron radicans var. radicans
059-08-0852,Acer rubrum var. rubrum
059-08-0852,Aureolaria levigata
059-08-0852,Carex
059-08-0852,Chimaphila maculata
059-08-0852,Coreopsis major
059-08-0852,Nyssa sylvatica
059-08-0852,Oxydendrum arboreum
059-08-0852,Pteridium latiusculum
059-08-0852,Quercus marilandica var. marilandica
059-08-0852,Quercus montana
059-08-0852,Smilax glauca
059-08-0852,Solidago odora
059-08-0855,Acalypha rhomboidea
059-08-0855,Acer leucoderme
059-08-0855,Acer rubrum var. rubrum
059-08-0855,Amelanchier arborea
059-08-0855,Arisaema [pusillum + quinatum + triphyllum]
059-08-0855,Endodeca serpentaria
059-08-0855,Athyrium asplenioides
059-08-0855,Bignonia capreolata
059-08-0855,Sceptridium dissectum
059-08-0855,Calycanthus floridus
059-08-0855,Carex digitalis
059-08-0855,Carex
059-08-0855,Carpinus caroliniana
059-08-0855,Carya tomentosa
059-08-0855,Carya cordiformis
059-08-0855,Carya glabra
059-08-0855,Chimaphila maculata
059-08-0855,Benthamidia florida
059-08-0855,Hylodesmum nudiflorum
059-08-0855,Diphasiastrum digitatum
059-08-0855,Potentilla indica
059-08-0855,Elaeagnus umbellata
059-08-0855,Euonymus americanus
059-08-0855,Fagus grandifolia var. caroliniana
059-08-0855,Goodyera pubescens
059-08-0855,Hexastylis
059-08-0855,Ilex opaca
059-08-0855,Juniperus virginiana
059-08-0855,Liriodendron tulipifera var. tulipifera
059-08-0855,Lonicera japonica
059-08-0855,Magnolia macrophylla
059-08-0855,Maianthemum racemosum
059-08-0855,Mitchella repens
059-08-0855,Parthenocissus quinquefolia
059-08-0855,Polystichum acrostichoides
059-08-0855,Prunus serotina var. serotina
059-08-0855,Quercus rubra var. rubra
059-08-0855,Quercus
059-08-0855,Rhododendron periclymenoides
059-08-0855,Rubus
059-08-0855,Sassafras albidum
059-08-0855,Smilax glauca
059-08-0855,Thalictrum thalictroides
059-08-0855,Ulmus rubra
059-08-0855,Uvularia perfoliata
059-08-0855,Viburnum acerifolium
059-08-0855,Viola
059-08-0855,Muscadinia rotundifolia var. rotundifolia
059-08-0855,Toxicodendron radicans var. radicans
059-08-0855,Dichanthelium commutatum
059-08-0855,Symphyotrichum
059-08-0856,Asclepias amplexicaulis
059-08-0856,Carya tomentosa
059-08-0856,Coreopsis major
059-08-0856,Diospyros virginiana
059-08-0856,Eupatorium album
059-08-0856,Euphorbia [corollata + pubentissima]
059-08-0856,Nyssa sylvatica
059-08-0856,Pinus virginiana
059-08-0856,Quercus montana
059-08-0856,Sassafras albidum
059-08-0856,Schizachyrium scoparium var. scoparium
059-08-0856,Smilax glauca
059-08-0856,Solidago
059-08-0856,Vaccinium pallidum
059-08-0856,Muscadinia rotundifolia var. rotundifolia
059-08-0856,Dichanthelium commutatum ssp. ashei
059-09-0850,Allium cernuum
059-09-0850,Andropogon virginicus var. virginicus
059-09-0850,Campsis radicans
059-09-0850,Carex pigra
059-09-0850,Carex
059-09-0850,Carya glabra
059-09-0850,Cercis canadensis
059-09-0850,Chimaphila maculata
059-09-0850,Clitoria mariana var. mariana
059-09-0850,Benthamidia florida
059-09-0850,Crataegus [buckleyi + intricata]
059-09-0850,Desmodium ciliare
059-09-0850,Diospyros virginiana
059-09-0850,Euphorbia [corollata + pubentissima]
059-09-0850,Fraxinus [americana + biltmoreana + smallii]
059-09-0850,Iris verna var. smalliana
059-09-0850,Juniperus virginiana
059-09-0850,Liatris aspera
059-09-0850,Liquidambar styraciflua
059-09-0850,Lonicera japonica
059-09-0850,Nyssa sylvatica
059-09-0850,Oenothera fruticosa var. fruticosa
059-09-0850,Coleataenia anceps ssp. anceps
059-09-0850,Parthenium integrifolium
059-09-0850,Pinus echinata
059-09-0850,Potentilla [canadensis + simplex]
059-09-0850,Prunus serotina var. serotina
059-09-0850,Prunus umbellata
059-09-0850,Quercus phellos
059-09-0850,Quercus stellata
059-09-0850,Rubus
059-09-0850,Salvia lyrata
059-09-0850,Packera anonyma
059-09-0850,Silphium compositum
059-09-0850,Smilax bona-nox var. bona-nox
059-09-0850,Ulmus alata
074-07-0020,Acer floridanum
074-07-0020,Athyrium asplenioides
074-07-0020,Bignonia capreolata
074-07-0020,Carex alata
074-07-0020,Carex caroliniana
074-07-0020,Carex debilis
074-07-0020,Carex intumescens var. intumescens
074-07-0020,Carya tomentosa
074-07-0020,Carya ovata
074-07-0020,Dichanthelium commutatum
074-07-0020,Dichanthelium microcarpon
074-07-0020,Dichanthelium laxiflorum
074-07-0020,Dioscorea villosa
074-07-0020,Elephantopus carolinianus
074-07-0020,Euonymus americanus
074-07-0020,Fagus grandifolia var. caroliniana
074-07-0020,Fraxinus pennsylvanica
074-07-0020,Glyceria striata var. striata
074-07-0020,Huperzia lucidula
074-07-0020,Ilex decidua
074-07-0020,Ilex opaca
074-07-0020,Juncus coriaceus
074-07-0020,Ligustrum sinense
074-07-0020,Liquidambar styraciflua
074-07-0020,Lonicera japonica
074-07-0020,Ostrya virginiana
074-07-0020,Parthenocissus quinquefolia
074-07-0020,Poa cuspidata
074-07-0020,Polygonatum biflorum var. biflorum
074-07-0020,Quercus alba
074-07-0020,Quercus lyrata
074-07-0020,Quercus nigra
074-07-0020,Rubus pensilvanicus
074-07-0020,Sambucus canadensis
074-07-0020,Sceptridium biternatum
074-07-0020,Scutellaria integrifolia
074-07-0020,Smilax glauca
074-07-0020,Solidago caesia
074-07-0020,Thyrsanthella difformis
